name,price
"Boisson gazéifiée saveur cola avec édulcorant 1,5L ",0.64
"COLA zéro sans sucre, 1,5L ",0.63
"Boisson gazéifiée saveur cola avec sucre et édulcorant, 1,5L ",0.68
"PEPSI Max, 1,5l ",1.05
"COCA COLA, 8 mini canettes de 15cl ",
"COCA-COLA, 4 bouteilles en plastique de 50cl ",3.26
"COCA-COLA, bouteille en plastique 1,25litre ",1.46
"COCA-COLA zero sans caféine, bouteille de 1,25l ",
"COCA COLA zéro, 6x1,25L ",7.36
"PEPSI Max, 6 canettes de 33cl ",
"Cola regular PEPSI, 1,5l ",1.2
"COCA-COLA Zéro, 4x50cl ",2.83
"COCA-COLA, bouteille en plastique 6x1,25l ",8.56
"COCA-COLA light, bouteille en plastique de 1,25L ",1.26
"COCA-COLA zéro, 6x33cl ",2.62
"COCA-COLA, 6 boîtes de 33cl ",2.91
"COCA-COLA cherry, 6 boites de 33cl ",3.17
"PEPSI Cola Regular, 6 canettes de 33cl ",
"Cola ELSASS, bouteille de 1,25l ",0.64
"COCA COLA zéro, bouteille de 1,25L ",0.63
"Boisson gazéifiée aux extraits de fruits aromatisée 1,5L ",0.68
"Boisson gazifiée au jus d'orange à base de concentré avec sucre etédulcorant 1,5L ",1.05
"Agrum SCHWEPPES, bouteille en plastique de 1,5 litre ",
"Orange FANTA, bouteille de 1,5l ",3.26
"SCHWEPPES agrum', bouteille de 1l ",1.46
"SCHWEPPES agrum zéro, bouteille de 1,5l ",
"SCHWEPPES, agrum zéro slim can 6x33cl ",7.36
"Schweppes lemon zéro, bouteille de 1,5l ",
"SCHWEPPES, agrum slim can 6x33cl ",1.2
"FANTA orange, 6x33cl ",2.83
"SCHWEPPES mojito, bouteille de 1l ",8.56
"SCHWEPPES Lemon, 1,5 litre ",1.26
"SCHWEPPES agrumes,  4 bouteilles de 50cl ",2.62
"ORANGINA standard, bouteille de 1l ",2.91
"ORANGINA standard, slim cannette 6x33cl ",3.17
"ORANGINA, bouteille en plastique de 1,5l ",
"Boisson gazeuse à l'eau de source pomme et poire, POM'DE LISBETH, bouteille de 1,25l ",1.08
"ORANGINA Rouge orange sanguine, bouteille de 1,5l ",1.26
"ORANGINA, 4 bouteilles de 50cl ",1.1
"Orangina light pet 1,5 litre ",
"Limonade U, 6 bouteilles de 33cl ",1.99
"Limonde zéro sans sucre U, 1,5l ",1.36
"Limonade U BIO, bouteille de 1l ",
"Limonade à l'ancienne Saveurs U, bouteille en verre de 1l ",1.5
"Limonade La Mortuacienne RIEME, 1l ",
"Limonade double zest LORINA, bouteille de 1,5l ",1.49
"Limonande LINESS, bouteille de 1,25l ",
"Limonade cristal LORINA, 1,25l ",2.38
"Limonade Bio LINESS, bouteille en verre de 75cl ",1.49
"Limonade bio ""Recette Authentique"" LORINA, 1,25l ",1.59
"Limonade LINESS, 6x33cl ",
"Limonade MIXMI, bouteille en verre de 1l ",1.39
"Tonic zero U PET, 1,50L ",2.93
"Tonic U, 6 bouteille de 33cl ",1.54
"Indian Tonic SCHWEPPES, 8x25cl ",1.24
"SCHWEPPES, Indian Tonic slim can 6x33cl ",1.75
"SCHWEPPES indian tonic, 4 bouteilles de 50cl ",
"SCHWEPPES Indian Tonic, bouteille de 1,5l ",1.53
"SCHWEPPES Indian Tonic zero, 1,5l ",2.19
"CANADA DRY, bouteille de 1,5l ",
"SCHWEPPES Indian Tonic, 12 boîtes de 15cl ",0.86
"Boisson gazéifiée à l'extrait de citron et de citron vert avec sucreet édulcorant 1,5L ",2.0
"Boisson rafraîchissante au thé vert RIVELLA Vert, bouteille en plastique de 1l ",1.79
"SEVEN UP, boîte de 6x33cl ",1.22
"Boisson rafraîchissante sans sucre RIVELLA Bleue, bouteille en plastique de 1l ",0.82
"SEVEN UP mojito bouteille de 1,5 litre ",2.15
"SEVEN UP, bouteille de 1,5l ",
"Boisson rafraîchissante RIVELLA Rouge, bouteille de 1l ",2.3
"Boisson énergisante MONSTER ENERGY, boite de 50cl ",
"Boisson énergisante regular RED BULL, 25cl ",
"Boisson énergisante RED BULL, 4x25cl ",0.75
"Boisson énergisante energy drink RED BULL, boîte de 47,3cl ",2.33
"Boisson énergisante ultra zéro MONSTER, canette de 50cl ",
"Boisson énergisante SPRING UP classic, bouteille de 1l ",
"Energy Drink, boîte de 50cl ",3.44
"Boisson énergisante classic SPRING UP, boîte de 25cl ",
"Boisson aromatisée red spring up, canette de 25cl ",1.55
"Boisson énergisante ultra zéro MONSTER, canette de 50cl ",
"Boisson énergisante SPRING UP classic, bouteille de 1l ",
"Energy Drink, boîte de 50cl ",3.44
"Boisson énergisante classic SPRING UP, boîte de 25cl ",
"Boisson aromatisée red spring up, canette de 25cl ",1.55
