name,price
Boisson gazéfiée saveur cola avec sucre et édulcorant U Pet 2L ,0.8
"Boisson gazéifiée saveur cola avec édulcorant 1,5L ",0.6
"Soda cola zéro U, 6 canettes de 33cl ",1.69
"COLA zéro sans sucre, 1,5L ",0.64
Boisson gazéifiée saveur cola avec sucre et édulcorant 1L ,0.51
Boisson gazéifiée saveur cola et cerise avec sucre et édulcorant ,0.91
"Boisson gazéifiée saveur cola avec sucre et édulcorant, 1,5L ",0.61
"Boisson gazifiée saveur cola avec sucre et édulcorant, 4x1,5L ",2.43
"Boisson gazéifiée saveur cola avec édulcorant, 1L ",0.57
"Cola regular U, 6x33cl ",1.72
"Cola Transparent édition limitée U, 1l ",0.56
"PEPSI Max, 1,5l ",1.01
"COCA COLA, 8 mini canettes de 15cl ",
"COCA-COLA, 4 bouteilles en plastique de 50cl ",4.0
"Boisson rafraîchissante DR PEPPER, bouteille de 1,5l ",
"COCA-COLA, bouteille en plastique de 1,75l ",1.79
"COCA-COLA zero sans caféine, bouteille de 1,25l ",
"COCA COLA zéro, 6x1,25L ",7.74
"COCA-COLA zéro lemon, bouteille en plastique de 1,25l ",
"PEPSI Max, 6 canettes de 33cl ",2.35
"Cola ELSASS, boite aluminium 6 bouteilles de 33cl ",
"Cola regular PEPSI, 1,5l ",1.19
"COCA-COLA Zéro, 4x50cl ",2.96
"COCA-COLA, bouteille en plastique 6x1,25l ",8.94
"COCA-COLA light, bouteille en plastique de 1,25L ",
"COCA COLA light, 8x25cl ",
"PEPSI Max cherry, bouteille de 1,5 litre ",
"COCA COLA cherry, bouteille en plastique de 1,25litre ",
"COCA-COLA, 10 canettes de 33cl ",5.0
"COCA-COLA zéro, 6x33cl ",
"Cola ELSASS, 6 bouteilles de 50cl ",4.06
"DR PEPPER, 6 canettes de 33cl ",4.21
"PEPSI Max, bouteille de 1l ",1.02
"COCA COLA zéro, 8 mini canettes de 15cl ",
"COCA-COLA, 6 boîtes de 33cl ",2.87
"COCA-COLA cherry, 6 boites de 33cl ",
"PEPSI Cola Regular, 6 canettes de 33cl ",2.4
"Cola ELSASS, bouteille de 1,25l ",
