name,price
"Tonic U, 6 bouteille de 33cl ",2.29
"Tonic U PET, 1,50L ",0.83
"Indian Tonic SCHWEPPES, 8x25cl ",
"SCHWEPPES, Indian tonic zéro slim can 6x33cl ",
"SCHWEPPES, Indian Tonic slim can 6x33cl ",3.2
"CANADA DRY Ginger Ale, 6x33cl ",
"GINI Lemon, 6 canettes de 33cl ",3.05
"SCHWEPPES indian tonic, 4 bouteilles de 50cl ",3.45
"SCHWEPPES Indian Tonic, bouteille de 1,5l ",
"SCHWEPPES Indian Tonic zero, 1,5l ",1.5
"GINI, bouteille de 1,5l ",
"CANADA DRY, bouteille de 1,5l ",1.6
"SCHWEPPES Indian Tonic, 12 boîtes de 15cl ",4.45
"Boisson gazéifiée à l'extrait de citron et de citron vert avec sucreet édulcorant 1,5L ",0.77
"Soda saveur mojito U, 6 canettes de 33cl ",2.29
"SPRITE, bouteille en plastique de 1,25l ",
"Zéro SEVEN UP, bouteille de 1,5l ",
"Boisson rafraîchissante au thé vert RIVELLA Vert, bouteille en plastique de 1l ",1.4
"SPRITE faible en sucres, 6 canettes de 33cl ",
"SEVEN UP, boîte de 6x33cl ",0.83
"SEVEN UP zéro, boîtes 6x33cl ",
"Boisson rafraîchissante sans sucre RIVELLA Bleue, bouteille en plastique de 1l ",
"SEVEN UP mojito free, bouteille de 1,5l ",3.2
"Limonade RIVELLA Original, 6 bouteilles de 50cl ",
"SEVEN UP, bouteille de 1L ",3.05
"SEVEN UP mojito, 6 boîtes de 33cl ",3.45
"Boisson rafraîchissante RIVELLA, bouteille en plastique 1 litre ",
"SEVEN UP Zéro, bouteille en plastique de 1litre ",1.5
"SEVEN UP mojito bouteille de 1,5 litre ",
"SEVEN UP, bouteille de 1,5l ",1.6
"Boisson rafraîchissante RIVELLA Rouge, bouteille de 1l ",4.45
"SPRITE profitez-en pet 1,25 litre ",0.77
"Boisson énergisante mango loco MONSTER, 50cl ",2.29
"Boisson énergisante blue edition RED BULL, boîte de 25cl ",
"Energy sans sucres COCA COLA, 25cl ",
"Boisson énergisante Ripper MONSTER, canette de 50cl ",1.4
"Energy DARK DOG, bouteille de 1l ",
"Boisson énergisante à la taurine DARK DOG, canette de 50cl ",2.15
"Boisson énergisante MONSTER ENERGY, 4 boites de 50cl ",2.25
"Boisson énergisante MONSTER ENERGY, boite de 50cl ",1.4
"Boisson énergisante regular RED BULL, 25cl ",
"Boisson énergisante à la taurine blue moon goût de baies et menthe DARK DOG, bouteille de 1l ",5.7
"Boisson énergisante à la taurine, RED BULL, 4 canettes de 35,5cl ",
"Boisson énergisante RED BULL, 4x25cl ",2.5
"Boisson énergisante punch MONSTER, canette de 50cl ",1.4
"Boisson énergisante energy drink RED BULL, boîte de 47,3cl ",1.0
"Energy original COCA COLA, 25cl ",1.3
"Boisson énergisante à la taurine orange spritz DARK DOG, bouteille de1l ",1.05
"Boisson énergisante à la taurine DARK DOG, canette de 25cl ",1.4
"Boisson énergisante energy drink RED BULL, canette de 35,5cl ",1.35
"Boisson énergisante ultra zéro MONSTER, canette de 50cl ",1.5
"Boisson énergisante à la taurine purple party DARK DOG, bouteille de 1l ",1.5
"Boisson énergisante MONSTER ENERGY, canette de 553ml ",1.2
"Boisson énergisante sans sucre RED BULL, 4 bouteilles de 25cl ",1.35
"Boisson énergisante SPRING UP classic, bouteille de 1l ",
"Boisson énergisante gazeuse spring up classic, 6 canettes de 25cl ",1.69
"Energy Drink, boîte de 50cl ",4.22
"Boisson énergisante classic SPRING UP, boîte de 25cl ",1.05
"Boisson aromatisée red spring up, canette de 25cl ",1.1
